Go_Term,Name
GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"
GO:0006784,heme A biosynthetic process
GO:0000309,nicotinamide-nucleotide adenylyltransferase activity
GO:0004515,nicotinate-nucleotide adenylyltransferase activity
GO:0070566,adenylyltransferase activity
GO:0001080,nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:1903833,positive regulation of cellular response to amino acid starvation
GO:0008235,metalloexopeptidase activity
GO:0085020,protein K6-linked ubiquitination
GO:0010043,response to zinc ion
GO:0051721,protein phosphatase 2A binding
GO:0035303,regulation of dephosphorylation
GO:0016715,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"
GO:0032970,regulation of actin filament-based process
GO:0010236,plastoquinone biosynthetic process
GO:0008378,galactosyltransferase activity
GO:0033207,"beta-1,4-N-acetylgalactosaminyltransferase activity"
GO:0006688,glycosphingolipid biosynthetic process
GO:0008442,3-hydroxyisobutyrate dehydrogenase activity
GO:0006574,valine catabolic process
GO:0004108,citrate (Si)-synthase activity
GO:0046912,"acyltransferase activity, acyl groups converted into alkyl on transfer"
GO:0006101,citrate metabolic process
GO:0047369,succinate-hydroxymethylglutarate CoA-transferase activity
GO:0032273,positive regulation of protein polymerization
GO:0046785,microtubule polymerization
GO:0072593,reactive oxygen species metabolic process
GO:0032727,positive regulation of interferon-alpha production
GO:0032729,positive regulation of type II interferon production
GO:0032755,positive regulation of interleukin-6 production
GO:0034514,mitochondrial unfolded protein response
GO:0050870,positive regulation of T cell activation
GO:0019838,growth factor binding
GO:0002196,Ser-tRNA(Ala) hydrolase activity
GO:0051499,D-aminoacyl-tRNA deacylase activity
GO:0051500,D-tyrosyl-tRNA(Tyr) deacylase activity
GO:0006399,tRNA metabolic process
GO:0007051,spindle organization
GO:0004799,thymidylate synthase activity
GO:0016741,"transferase activity, transferring one-carbon groups"
GO:0006231,dTMP biosynthetic process
GO:0004038,allantoinase activity
GO:0050897,cobalt ion binding
GO:0006145,purine nucleobase catabolic process
GO:0003850,2-deoxyglucose-6-phosphatase activity
GO:0008801,beta-phosphoglucomutase activity
GO:0050308,sugar-phosphatase activity
GO:0007191,adenylate cyclase-activating dopamine receptor signaling pathway
GO:0007606,sensory perception of chemical stimulus
GO:0034597,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity"
GO:0097020,COPII receptor activity
GO:0016979,lipoate-protein ligase activity
GO:0017118,lipoyltransferase activity
GO:0004857,enzyme inhibitor activity
GO:0004662,CAAX-protein geranylgeranyltransferase activity
GO:0050218,propionate-CoA ligase activity
GO:0006287,"base-excision repair, gap-filling"
GO:0006297,"nucleotide-excision repair, DNA gap filling"
GO:0045004,DNA replication proofreading
GO:0071897,DNA biosynthetic process
GO:0015093,ferrous iron transmembrane transporter activity
GO:0048250,iron import into the mitochondrion
GO:0015938,coenzyme A catabolic process
GO:0015232,heme transmembrane transporter activity
GO:0097037,heme export
GO:0019464,glycine decarboxylation via glycine cleavage system
GO:1902626,assembly of large subunit precursor of preribosome
GO:0051731,polynucleotide 5'-hydroxyl-kinase activity
GO:0048489,synaptic vesicle transport
GO:0051402,neuron apoptotic process
GO:0005227,calcium-activated cation channel activity
GO:0004750,D-ribulose-phosphate 3-epimerase activity
GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
GO:0030100,regulation of endocytosis
GO:0039502,symbiont-mediated suppression of host type I interferon-mediated signaling pathway
GO:0004733,pyridoxamine phosphate oxidase activity
GO:0016638,"oxidoreductase activity, acting on the CH-NH2 group of donors"
GO:0008615,pyridoxine biosynthetic process
GO:0042816,vitamin B6 metabolic process
GO:0042823,pyridoxal phosphate biosynthetic process
GO:1901615,organic hydroxy compound metabolic process
GO:0016500,protein-hormone receptor activity
GO:0031573,mitotic intra-S DNA damage checkpoint signaling
GO:0044778,meiotic DNA integrity checkpoint signaling
GO:0045055,regulated exocytosis
GO:0004491,"methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity"
GO:0018478,malonate-semialdehyde dehydrogenase (acetylating) activity
GO:0006210,thymine catabolic process
GO:0004642,phosphoribosylformylglycinamidine synthase activity
GO:0002083,4-hydroxybenzoate decaprenyltransferase activity
GO:0002094,polyprenyltransferase activity
GO:0008412,4-hydroxybenzoate octaprenyltransferase activity
GO:0047293,4-hydroxybenzoate nonaprenyltransferase activity
GO:0035694,mitochondrial protein catabolic process
GO:0035695,mitophagy by internal vacuole formation
GO:0004148,dihydrolipoyl dehydrogenase activity
GO:0097745,mitochondrial tRNA 5'-end processing
GO:0005246,calcium channel regulator activity
GO:0051049,regulation of transport
GO:0008509,monoatomic anion transmembrane transporter activity
GO:0015106,bicarbonate transmembrane transporter activity
GO:0015108,chloride transmembrane transporter activity
GO:0019531,oxalate transmembrane transporter activity
GO:0015698,inorganic anion transport
GO:0098656,monoatomic anion transmembrane transport
GO:0098661,inorganic anion transmembrane transport
GO:0015701,bicarbonate transport
GO:0019532,oxalate transport
GO:0019442,tryptophan catabolic process to acetyl-CoA
GO:0003948,N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity
GO:0004067,asparaginase activity
GO:0008798,beta-aspartyl-peptidase activity
GO:0016051,carbohydrate biosynthetic process
GO:0050655,dermatan sulfate proteoglycan metabolic process
GO:0001919,regulation of receptor recycling
GO:0042632,cholesterol homeostasis
GO:0007342,fusion of sperm to egg plasma membrane involved in single fertilization
GO:0035036,sperm-egg recognition
GO:0006393,termination of mitochondrial transcription
GO:0004748,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
GO:0009263,deoxyribonucleotide biosynthetic process
GO:0050852,T cell receptor signaling pathway
GO:0050853,B cell receptor signaling pathway
GO:0001223,transcription coactivator binding
GO:0003938,IMP dehydrogenase activity
GO:0004536,DNA nuclease activity
GO:0016231,beta-N-acetylglucosaminidase activity
GO:0017022,myosin binding
GO:0019912,cyclin-dependent protein kinase activating kinase activity
GO:0050291,sphingosine N-acyltransferase activity
GO:0046523,S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0019284,L-methionine salvage from S-adenosylmethionine
GO:0019509,L-methionine salvage from methylthioadenosine
GO:0060296,regulation of cilium beat frequency involved in ciliary motility
GO:0050023,L-fuconate dehydratase activity
GO:0001099,basal RNA polymerase II transcription machinery binding
GO:0097484,dendrite extension
GO:0004743,pyruvate kinase activity
GO:0030955,potassium ion binding
GO:0070224,sulfide:quinone oxidoreductase activity
GO:0070221,"sulfide oxidation, using sulfide:quinone oxidoreductase"
GO:0017077,oxidative phosphorylation uncoupler activity
GO:1990845,adaptive thermogenesis
GO:0004801,transaldolase activity
GO:0045294,alpha-catenin binding
GO:0045921,positive regulation of exocytosis
GO:1990504,dense core granule exocytosis
GO:0070740,tubulin-glutamic acid ligase activity
GO:0007508,larval heart development
GO:0061343,cell adhesion involved in heart morphogenesis
GO:0010571,positive regulation of nuclear cell cycle DNA replication
GO:1901987,regulation of cell cycle phase transition
GO:0032183,SUMO binding
GO:0016926,protein desumoylation
GO:0045131,pre-mRNA branch point binding
GO:0048024,"regulation of mRNA splicing, via spliceosome"
GO:0030247,polysaccharide binding
GO:0005158,insulin receptor binding
GO:0043548,phosphatidylinositol 3-kinase binding
GO:1901837,negative regulation of transcription of nucleolar large rRNA by RNA polymerase I
GO:0004035,alkaline phosphatase activity
GO:0035256,G protein-coupled glutamate receptor binding
GO:0047453,ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity
GO:0046496,nicotinamide nucleotide metabolic process
GO:0110051,metabolite repair
GO:0004618,phosphoglycerate kinase activity
GO:0000715,"nucleotide-excision repair, DNA damage recognition"
GO:0070914,UV-damage excision repair
GO:1901255,nucleotide-excision repair involved in interstrand cross-link repair
GO:0003711,transcription elongation factor activity
GO:0004633,phosphopantothenoylcysteine decarboxylase activity
GO:0005518,collagen binding
GO:0050840,extracellular matrix binding
GO:1903565,negative regulation of protein localization to cilium
GO:0008104,protein localization
GO:0030010,establishment of cell polarity
GO:0051660,establishment of centrosome localization
GO:0002224,toll-like receptor signaling pathway
GO:0061798,"GTP 3',8'-cyclase activity"
GO:0061799,cyclic pyranopterin monophosphate synthase activity
GO:0035035,histone acetyltransferase binding
GO:0030409,glutamate formimidoyltransferase activity
GO:0030412,formimidoyltetrahydrofolate cyclodeaminase activity
GO:0010269,response to selenium ion
GO:0042542,response to hydrogen peroxide
GO:0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic"
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening
GO:0005047,signal recognition particle binding
GO:0032483,regulation of Rab protein signal transduction
GO:0032182,ubiquitin-like protein binding
GO:0019871,sodium channel inhibitor activity
GO:0048814,regulation of dendrite morphogenesis
GO:0048665,neuron fate specification
GO:0006353,DNA-templated transcription termination
GO:0106050,tRNA 2'-O-methyltransferase activity
GO:0031405,lipoic acid binding
GO:0015616,DNA translocase activity
GO:0045003,double-strand break repair via synthesis-dependent strand annealing
GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity"
GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity"
GO:0014003,oligodendrocyte development
GO:0003870,5-aminolevulinate synthase activity
GO:0006778,porphyrin-containing compound metabolic process
GO:0033014,tetrapyrrole biosynthetic process
GO:0042541,hemoglobin biosynthetic process
GO:0048821,erythrocyte development
GO:0098771,inorganic ion homeostasis
GO:0061133,endopeptidase activator activity
GO:0061136,regulation of proteasomal protein catabolic process
GO:2000045,regulation of G1/S transition of mitotic cell cycle
GO:0016155,formyltetrahydrofolate dehydrogenase activity
GO:0009258,10-formyltetrahydrofolate catabolic process
GO:0010389,regulation of G2/M transition of mitotic cell cycle
GO:0008311,double-stranded DNA 3'-5' DNA exonuclease activity
GO:0008276,protein methyltransferase activity
GO:0005412,glucose:sodium symporter activity
GO:0006020,inositol metabolic process
GO:0051083,'de novo' cotranslational protein folding
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane
GO:0140439,protein-cysteine S-stearoyltransferase activity
GO:0031053,primary miRNA processing
GO:0006376,mRNA splice site recognition
GO:0035331,negative regulation of hippo signaling
GO:0150105,protein localization to cell-cell junction
GO:0015377,chloride:monoatomic cation symporter activity
GO:0015379,potassium:chloride symporter activity
GO:0006884,cell volume homeostasis
GO:0055064,chloride ion homeostasis
GO:0055075,potassium ion homeostasis
GO:0004419,hydroxymethylglutaryl-CoA lyase activity
GO:0016833,oxo-acid-lyase activity
GO:0046951,ketone body biosynthetic process
GO:0019948,SUMO activating enzyme activity
GO:0019136,deoxynucleoside kinase activity
GO:0009157,deoxyribonucleoside monophosphate biosynthetic process
GO:0003707,nuclear steroid receptor activity
GO:0043401,steroid hormone mediated signaling pathway
GO:1990450,linear polyubiquitin binding
GO:0097039,protein linear polyubiquitination
GO:2000134,negative regulation of G1/S transition of mitotic cell cycle
GO:0006851,mitochondrial calcium ion transmembrane transport
GO:0036444,calcium import into the mitochondrion
GO:0051560,mitochondrial calcium ion homeostasis
GO:0005042,netrin receptor activity
GO:0038007,netrin-activated signaling pathway
GO:0004435,phosphatidylinositol phospholipase C activity
GO:0051209,release of sequestered calcium ion into cytosol
GO:0032228,"regulation of synaptic transmission, GABAergic"
GO:0004157,dihydropyrimidinase activity
GO:0006208,pyrimidine nucleobase catabolic process
GO:0052925,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity"
GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
GO:0006346,DNA methylation-dependent heterochromatin formation
GO:0031508,pericentric heterochromatin formation
GO:0044030,obsolete regulation of DNA methylation
GO:2000009,negative regulation of protein localization to cell surface
GO:0150007,clathrin-dependent synaptic vesicle endocytosis
GO:1990699,palmitoleyl hydrolase activity
GO:0032465,regulation of cytokinesis
GO:0071218,cellular response to misfolded protein
GO:0017005,3'-tyrosyl-DNA phosphodiesterase activity
GO:0003964,RNA-directed DNA polymerase activity
GO:0006278,RNA-templated DNA biosynthetic process
GO:0019171,(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
GO:0008559,ABC-type xenobiotic transporter activity
GO:0140664,ATP-dependent DNA damage sensor activity
GO:0004654,polyribonucleotide nucleotidyltransferase activity
GO:0000958,mitochondrial mRNA catabolic process
GO:0000965,mitochondrial RNA 3'-end processing
GO:0045579,positive regulation of B cell differentiation
GO:0106166,spindle pole body-nuclear membrane anchor activity
GO:0008903,hydroxypyruvate isomerase activity
GO:0046487,glyoxylate metabolic process
GO:0050321,tau-protein kinase activity
GO:0030941,chloroplast targeting sequence binding
GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"
GO:0033235,positive regulation of protein sumoylation
GO:1902073,positive regulation of hypoxia-inducible factor-1alpha signaling pathway
