"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","protein","domain"
"Nvec-vc1.1-XM-032380423.2",0.00513192099326072,0.450791259022599,0.321,0.191,1,"3","Nvec-vc1.1-XM-032380423.2","OSTF1","SH3_1/Ank_2/"
"Nvec-vc1.1-XM-032380209.2",0.00528927123981115,0.338752243774528,0.34,0.2,1,"3","Nvec-vc1.1-XM-032380209.2","USF1","HLH/"
"Nvec-vc1.1-XM-001641164.3",0.00530609917687124,0.474232864462872,0.276,0.159,1,"3","Nvec-vc1.1-XM-001641164.3","AP2A2","Adaptin_N/Alpha_adaptinC2/Alpha_adaptin_C/"
"Nvec-vc1.1-XM-048724859.1",0.00550512266966639,0.44514082570545,0.295,0.172,1,"3","Nvec-vc1.1-XM-048724859.1","USP39","zf-UBP/UCH/"
"Nvec-vc1.1-XM-001637485.3",0.0055751283999001,0.654972889789962,0.263,0.158,1,"3","Nvec-vc1.1-XM-001637485.3","NDUFV1","Complex1_51K/SLBB/NADH_4Fe-4S/"
"Nvec-vc1.1-XM-001634579.3",0.00564853019053321,0.541712392568081,0.295,0.175,1,"3","Nvec-vc1.1-XM-001634579.3","MRPL46","MRP-L46/NUDIX/"
"Nvec-v1g246439",0.0057015907103336,0.507675629467354,0.295,0.171,1,"3","Nvec-v1g246439","TMEM203","Tmemb_185A/"
"Nvec-vc1.1-XM-032376973.2",0.0058056639800924,0.382229670659294,0.596,0.455,1,"3","Nvec-vc1.1-XM-032376973.2","DNAJA2","DnaJ/DnaJ_C/DnaJ_CXXCXGXG/"
"Nvec-vc1.1-XM-001634987.3",0.00586640069734197,0.315238375417988,0.801,0.656,1,"3","Nvec-vc1.1-XM-001634987.3","PSMB3","Proteasome/"
"Nvec-vc1.1-XM-048732321.1",0.00614380473558391,0.608811727725125,0.359,0.226,1,"3","Nvec-vc1.1-XM-048732321.1","KPNA4","IBB/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm/Arm_3/"
"Nvec-vc1.1-XM-048727152.1",0.00621349356509468,0.563396128905061,0.314,0.191,1,"3","Nvec-vc1.1-XM-048727152.1","ATRAID",""
"Nvec-vc1.1-XM-001631499.3",0.00625156830825425,0.460935633708848,0.256,0.147,1,"3","Nvec-vc1.1-XM-001631499.3","MRPL9","Ribosomal_L9_N/Ribosomal_L9_C/"
"Nvec-vc1.1-XM-032377330.2",0.00653009948862649,0.543103535810327,0.359,0.212,1,"3","Nvec-vc1.1-XM-032377330.2","KCMF1","ZZ/zf-Di19/"
"Nvec-vc1.1-XM-001625437.3",0.00655033014528033,0.484631274222658,0.256,0.149,1,"3","Nvec-vc1.1-XM-001625437.3","","MADF_DNA_bdg/"
"Nvec-vc1.1-XM-032381752.2",0.00679666683684762,-0.58157667574194,0.365,0.406,1,"3","Nvec-vc1.1-XM-032381752.2","UBE2N","UQ_con/"
"Nvec-vc1.1-XM-001641584.3",0.00697084162207392,0.428000253282989,0.429,0.271,1,"3","Nvec-vc1.1-XM-001641584.3","CCT5","Cpn60_TCP1/"
"Nvec-vc1.1-XM-001636179.3",0.00713445789738592,0.473416729534969,0.288,0.173,1,"3","Nvec-vc1.1-XM-001636179.3","VPS28","VPS28/"
"Nvec-vc1.1-XM-048727021.1",0.00759246171168767,0.434606474980769,0.25,0.144,1,"3","Nvec-vc1.1-XM-048727021.1","STX7","Syntaxin_2/SNARE/"
"Nvec-vc1.1-XM-048724387.1",0.00766849629721862,0.319213662141804,0.34,0.199,1,"3","Nvec-vc1.1-XM-048724387.1","MLX","HLH/"
"Nvec-vc1.1-XM-048719390.1",0.00767980688665064,0.50425623583555,0.263,0.155,1,"3","Nvec-vc1.1-XM-048719390.1","LYRM1","Complex1_LYR/"
"Nvec-vc1.1-XM-001640872.3",0.00902178738351926,0.284118281301975,0.846,0.725,1,"3","Nvec-vc1.1-XM-001640872.3","NDUFA4","B12D/"
"Nvec-vc1.1-XM-048722031.1",0.00927029662282746,0.364199856599771,0.353,0.215,1,"3","Nvec-vc1.1-XM-048722031.1","SURF6","RRP14/SURF6/"
"Nvec-vc1.1-XM-048723636.1",0.00949428742859837,0.445798812957799,0.314,0.192,1,"3","Nvec-vc1.1-XM-048723636.1","CACNB2","Guanylate_kin/"
"Nvec-vc1.1-XM-032384517.2",0.00985771599440487,0.397110557261484,0.25,0.146,1,"3","Nvec-vc1.1-XM-032384517.2","KLC4","TPR_12/TPR_12/TPR_10/TPR_10/"
"Nvec-vc1.1-XM-001638344.3.1",2.3399264248216e-08,0.548625443140785,0.363,0.251,0.000386906834344251,"2","Nvec-vc1.1-XM-001638344.3",NA,NA
"Nvec-vc1.1-XM-001634923.3.1",3.02543311425632e-76,-2.54516558352525,0.132,0.534,5.00255365442282e-72,"1","Nvec-vc1.1-XM-001634923.3",NA,NA
"Nvec-v1g244653.1",1.48204468398795e-75,2.13154945275949,0.545,0.215,2.45056088497408e-71,"1","Nvec-v1g244653",NA,NA
"Nvec-vc1.1-XM-001632947.3.1",0.00218081428916312,-0.313067253489178,0.306,0.39,1,"1","Nvec-vc1.1-XM-001632947.3",NA,NA
"Nvec-vc1.1-XM-001637157.3.1",0.00224846367769807,-0.540469563919937,0.292,0.357,1,"1","Nvec-vc1.1-XM-001637157.3",NA,NA
"Nvec-vc1.1-XM-048724711.1.1",0.00246043066735916,-0.331410934332292,0.206,0.265,1,"1","Nvec-vc1.1-XM-048724711.1",NA,NA
"Nvec-vc1.1-XM-032381032.2.1",7.23683851859502e-74,-2.34461886380818,0.165,0.559,1.19661124904969e-69,"1","Nvec-vc1.1-XM-032381032.2",NA,NA
"Nvec-vc1.1-XM-001626815.3.1",0.00277048534021607,-0.416734722407627,0.288,0.356,1,"1","Nvec-vc1.1-XM-001626815.3",NA,NA
"Nvec-vc1.1-XM-001625350.2.1",3.85589989317336e-72,1.87630176855936,0.445,0.145,6.37573047336214e-68,"1","Nvec-vc1.1-XM-001625350.2",NA,NA
"Nvec-vc1.1-XM-001626663.3.2",3.26718719252083e-08,-0.679753630808207,0.33,0.413,0.00054022940228332,"2","Nvec-vc1.1-XM-001626663.3",NA,NA
"Nvec-vc1.1-XM-001627997.3.1",9.99510350868933e-72,-1.22500579712434,0.633,0.862,1.65269036516178e-67,"1","Nvec-vc1.1-XM-001627997.3",NA,NA
"Nvec-vc1.1-XM-001626359.3.1",2.77134119099703e-71,1.23848813065425,0.685,0.366,4.58241265931359e-67,"1","Nvec-vc1.1-XM-001626359.3",NA,NA
"Nvec-vc1.1-XM-001633084.3.1",5.45508050893239e-08,0.46331801048504,0.548,0.417,0.000901997562151971,"2","Nvec-vc1.1-XM-001633084.3",NA,NA
"Nvec-vc1.1-XM-001635920.3.1",5.61202324313424e-08,0.369032853397005,0.772,0.67,0.000927948043252247,"2","Nvec-vc1.1-XM-001635920.3",NA,NA
"Nvec-vc1.1-XM-032366334.2.1",1.48270137850728e-70,1.56852651404608,0.56,0.239,2.45164672936179e-66,"1","Nvec-vc1.1-XM-032366334.2",NA,NA
"Nvec-vc1.1-XM-032383755.2.1",2.06603076644599e-70,1.17307714588117,0.373,0.092,3.41618187231845e-66,"1","Nvec-vc1.1-XM-032383755.2",NA,NA
"Nvec-vc1.1-XM-048726141.1.1",6.32835073962941e-08,0.488970327035925,0.531,0.41,0.00104639279479772,"2","Nvec-vc1.1-XM-048726141.1",NA,NA
"Nvec-vc1.1-XM-001640473.3.1",0.00386234312526861,-0.275351345148721,0.601,0.636,1,"1","Nvec-vc1.1-XM-001640473.3",NA,NA
"Nvec-vc1.1-XM-001637357.3.1",1.42825677933261e-68,1.71164229645411,0.567,0.259,2.36162258462647e-64,"1","Nvec-vc1.1-XM-001637357.3",NA,NA
"Nvec-v1g238274.1",0.00408565099642536,-0.449538975696816,0.247,0.308,1,"1","Nvec-v1g238274",NA,NA
"Nvec-vc1.1-XM-048728706.1.1",6.64754333614576e-08,0.465748306165448,0.375,0.255,0.0010991712906317,"2","Nvec-vc1.1-XM-048728706.1",NA,NA
"Nvec-vc1.1-XM-001640467.3.1",6.78293167181736e-08,0.478819520109514,0.36,0.249,0.001121557751935,"2","Nvec-vc1.1-XM-001640467.3",NA,NA
"Nvec-vc1.1-XM-001641219.2.1",9.92416739177455e-68,-1.49719665656646,0.329,0.692,1.64096107822992e-63,"1","Nvec-vc1.1-XM-001641219.2",NA,NA
"Nvec-NVE13960.1",1.40991704403005e-67,-3.31410956018758,0.071,0.429,2.33129783230368e-63,"1","Nvec-NVE13960",NA,NA
"Nvec-vc1.1-XM-001630056.3.1",0.0060874816421646,-0.363865935146164,0.239,0.304,1,"1","Nvec-vc1.1-XM-001630056.3",NA,NA
"Nvec-vc1.1-XM-001626741.2.1",7.13501617297965e-08,0.458039392587865,0.453,0.341,0.00117977492420218,"2","Nvec-vc1.1-XM-001626741.2",NA,NA
"Nvec-vc1.1-XM-032372609.2.1",0.00704840631401284,0.342623870099243,0.259,0.225,1,"1","Nvec-vc1.1-XM-032372609.2",NA,NA
"Nvec-vc1.1-XM-032383164.2.1",0.0071313573900597,-0.371482763557862,0.219,0.281,1,"1","Nvec-vc1.1-XM-032383164.2",NA,NA
"Nvec-vc1.1-XM-001628946.3.1",0.00878683679822831,0.274141418425154,0.278,0.245,1,"1","Nvec-vc1.1-XM-001628946.3",NA,NA
"Nvec-vc1.1-XM-032363378.2.2",9.23713706964135e-08,0.441825055052148,0.33,0.214,0.0015273606144652,"2","Nvec-vc1.1-XM-032363378.2",NA,NA
"Nvec-vc1.1-XM-032385139.2.1",2.2363228241661e-65,-1.40108631883449,0.594,0.868,3.69775978975865e-61,"1","Nvec-vc1.1-XM-032385139.2",NA,NA
"Nvec-vc1.1-XM-032383717.2.1",0.00951162143243925,-0.384175246008388,0.614,0.651,1,"1","Nvec-vc1.1-XM-032383717.2",NA,NA
"Nvec-vc1.1-XM-032380975.2.1",2.89281348565987e-65,1.5430319464336,0.607,0.306,4.78326709853859e-61,"1","Nvec-vc1.1-XM-032380975.2",NA,NA
"Nvec-vc1.1-XM-001633857.3.2",1.28359075097979e-159,-3.42558479585883,0.118,0.721,2.12241730674509e-155,"2","Nvec-vc1.1-XM-001633857.3",NA,NA
"Nvec-vc1.1-XM-001633167.3.1",1.01926034967778e-145,-4.55611986271515,0.081,0.658,1.6853469881922e-141,"2","Nvec-vc1.1-XM-001633167.3",NA,NA
"Nvec-vc1.1-XM-001637591.3.1",9.11227815362066e-64,2.44683915663948,0.555,0.265,1.50671519270118e-59,"1","Nvec-vc1.1-XM-001637591.3",NA,NA
"Nvec-vc1.1-XM-032378741.2.1",2.89119778254629e-137,-2.07142308790107,0.392,0.831,4.78059553344029e-133,"2","Nvec-vc1.1-XM-032378741.2",NA,NA
"Nvec-vc1.1-XM-032362674.2.1",3.97241470439769e-62,-3.63425114750802,0.045,0.376,6.56838771372158e-58,"1","Nvec-vc1.1-XM-032362674.2",NA,NA
"Nvec-vc1.1-XM-001624464.3.1",2.59662582869592e-61,-3.03834592728533,0.071,0.409,4.2935208077487e-57,"1","Nvec-vc1.1-XM-001624464.3",NA,NA
"Nvec-vc1.1-XM-001636807.3.1",5.84539384836535e-130,1.45719035216957,0.948,0.665,9.66535872827211e-126,"2","Nvec-vc1.1-XM-001636807.3",NA,NA
"Nvec-vc1.1-XM-032381371.2.1",4.11882921788312e-61,2.12680230888025,0.489,0.214,6.81048411176974e-57,"1","Nvec-vc1.1-XM-032381371.2",NA,NA
"Nvec-v1g169659.1",8.07117669215661e-61,0.647063731225994,0.978,0.919,1.3345690660481e-56,"1","Nvec-v1g169659",NA,NA
"Nvec-vc1.1-XM-048728987.1.1",5.30061015831629e-118,0.872863881441892,0.996,0.984,8.76455889677599e-114,"2","Nvec-vc1.1-XM-048728987.1",NA,NA
"Nvec-vc1.1-XM-048729831.1.2",5.78325074986682e-117,-3.06887700397396,0.138,0.632,9.56260511490479e-113,"2","Nvec-vc1.1-XM-048729831.1",NA,NA
"Nvec-vc1.1-XM-032375358.2.1",3.19095361349434e-60,-1.22063493852605,0.777,0.905,5.2762417999129e-56,"1","Nvec-vc1.1-XM-032375358.2",NA,NA
"Nvec-vc1.1-XM-001628129.2.2",2.01232702109564e-114,-1.25399655920581,0.808,0.962,3.32738272938164e-110,"2","Nvec-vc1.1-XM-001628129.2",NA,NA
"Nvec-NVE814.2",2.18441625146428e-114,-1.7174062966781,0.594,0.892,3.61193227179618e-110,"2","Nvec-NVE814",NA,NA
"Nvec-vc1.1-XM-048732867.1.1",2.22703355199799e-59,1.30129279288759,0.773,0.529,3.68239997822867e-55,"1","Nvec-vc1.1-XM-048732867.1",NA,NA
"Nvec-vc1.1-XM-001639572.3.1",2.58200014419643e-59,-1.79977366367918,0.226,0.574,4.2693372384288e-55,"1","Nvec-vc1.1-XM-001639572.3",NA,NA
"Nvec-vc1.1-XM-001629513.3.1",5.44517499858192e-105,-1.4660419352901,0.504,0.857,9.00359686015521e-101,"2","Nvec-vc1.1-XM-001629513.3",NA,NA
"Nvec-vc1.1-XM-001633857.3.1",6.3578339033656e-59,1.04746217165969,0.816,0.531,1.0512678359215e-54,"1","Nvec-vc1.1-XM-001633857.3",NA,NA
"Nvec-v1g185619.1",8.50077543559098e-102,1.81617246094888,0.663,0.243,1.40560321827497e-97,"2","Nvec-v1g185619",NA,NA
"Nvec-vc1.1-XM-001633386.3.1",2.66563543875707e-98,-0.549047639792579,0.991,0.998,4.40762819798482e-94,"2","Nvec-vc1.1-XM-001633386.3",NA,NA
"Nvec-vc1.1-XM-001636879.3.1",7.08218768950441e-97,-2.84069903472333,0.135,0.576,1.17103973445955e-92,"2","Nvec-vc1.1-XM-001636879.3",NA,NA
"Nvec-vc1.1-XM-001629447.3.1",9.36495528206202e-94,1.39154092583435,0.879,0.545,1.54849535588896e-89,"2","Nvec-vc1.1-XM-001629447.3",NA,NA
"Nvec-vc1.1-XM-048719902.1.1",9.61535718568003e-58,-2.94396245546623,0.062,0.387,1.58989931065219e-53,"1","Nvec-vc1.1-XM-048719902.1",NA,NA
"Nvec-vc1.1-XM-001635407.3.1",2.43408528235346e-57,-0.765382659534349,0.847,0.952,4.02476001437145e-53,"1","Nvec-vc1.1-XM-001635407.3",NA,NA
"Nvec-vc1.1-XM-001624274.3.1",1.84663957947398e-92,-1.53108682156823,0.616,0.898,3.05341854466023e-88,"2","Nvec-vc1.1-XM-001624274.3",NA,NA
"Nvec-vc1.1-XM-048725824.1.1",2.36805163147508e-92,1.56004333015196,0.698,0.287,3.91557337264405e-88,"2","Nvec-vc1.1-XM-048725824.1",NA,NA
"Nvec-vc1.1-XM-032372612.2.1",1.94471263182151e-56,1.25167498385847,0.676,0.378,3.21558233671686e-52,"1","Nvec-vc1.1-XM-032372612.2",NA,NA
"Nvec-vc1.1-XM-032380528.2.1",1.99059164557983e-56,1.50187540326429,0.462,0.185,3.29144328596625e-52,"1","Nvec-vc1.1-XM-032380528.2",NA,NA
"Nvec-vc1.1-XM-001638182.3.2",7.53083464188688e-90,-4.59273813687149,0.042,0.47,1.245223508036e-85,"2","Nvec-vc1.1-XM-001638182.3",NA,NA
"Nvec-vc1.1-XM-001639101.3.1",1.55345176288311e-55,-2.73301153758613,0.083,0.403,2.56863248992722e-51,"1","Nvec-vc1.1-XM-001639101.3",NA,NA
"Nvec-vc1.1-XM-048729832.1.2",3.02299725959598e-88,-2.45055925134653,0.145,0.572,4.99852596874196e-84,"2","Nvec-vc1.1-XM-048729832.1",NA,NA
"Nvec-vc1.1-XM-032365713.2.2",4.17482947562929e-87,-3.2359122932825,0.262,0.623,6.90308053795303e-83,"2","Nvec-vc1.1-XM-032365713.2",NA,NA
"Nvec-NVE13257.2",2.89554121829252e-86,1.22242271337266,0.985,0.959,4.78777740444668e-82,"2","Nvec-NVE13257",NA,NA
"Nvec-v1g241330.1",1.10934696160377e-54,-2.18842817661409,0.158,0.486,1.83430520101183e-50,"1","Nvec-v1g241330",NA,NA
"Nvec-vc1.1-XM-001634862.3.1",7.83921652553727e-85,1.61982959001857,0.622,0.236,1.29621445249759e-80,"2","Nvec-vc1.1-XM-001634862.3",NA,NA
"Nvec-vc1.1-XM-032376933.1.1",1.37012975284369e-83,1.54817568137869,0.685,0.305,2.26550954632705e-79,"2","Nvec-vc1.1-XM-032376933.1",NA,NA
"Nvec-vc1.1-XM-001629243.3.1",3.65909154884228e-83,1.19676376088782,0.871,0.615,6.05030787601071e-79,"2","Nvec-vc1.1-XM-001629243.3",NA,NA
"Nvec-vc1.1-XM-001638302.3.2",5.04289935895128e-83,0.998216890386049,0.991,0.886,8.33843409002594e-79,"2","Nvec-vc1.1-XM-001638302.3",NA,NA
"Nvec-vc1.1-XM-001624980.3.1",1.08515095620651e-53,1.53728767059208,0.472,0.208,1.79429710608746e-49,"1","Nvec-vc1.1-XM-001624980.3",NA,NA
"Nvec-vc1.1-XM-001637211.3.1",1.6459986132445e-53,-3.65772590450019,0.037,0.332,2.72165870699978e-49,"1","Nvec-vc1.1-XM-001637211.3",NA,NA
"Nvec-vc1.1-XM-001634866.3.1",6.44328590007413e-81,1.01094752625387,0.952,0.761,1.06539732357726e-76,"2","Nvec-vc1.1-XM-001634866.3",NA,NA
"Nvec-vc1.1-XM-001636076.3.1",2.19580638908268e-80,1.63476544783402,0.562,0.196,3.63076586434822e-76,"2","Nvec-vc1.1-XM-001636076.3",NA,NA
"Nvec-vc1.1-XM-032383075.2.1",3.0129896230935e-53,-4.51402143285661,0.032,0.317,4.9819783417851e-49,"1","Nvec-vc1.1-XM-032383075.2",NA,NA
"Nvec-vc1.1-XM-048720321.1.1",3.11117777739232e-53,-1.40495179479966,0.353,0.675,5.1443324549182e-49,"1","Nvec-vc1.1-XM-048720321.1",NA,NA
"Nvec-vc1.1-XM-048719444.1.1",8.83480521626413e-80,1.44411716944493,0.804,0.472,1.46083504250927e-75,"2","Nvec-vc1.1-XM-048719444.1",NA,NA
"Nvec-vc1.1-XM-001637631.3.1",5.25146030900046e-07,0.532812525975515,0.413,0.308,0.00868328962093227,"2","Nvec-vc1.1-XM-001637631.3",NA,NA
"Nvec-vc1.1-XM-001624716.3.2",5.68183861627972e-07,0.466606239412094,0.419,0.319,0.00939492015201852,"2","Nvec-vc1.1-XM-001624716.3",NA,NA
"Nvec-NVE13257.1",1.08389466771949e-52,-1.05401973785913,0.912,0.979,1.79221983307418e-48,"1","Nvec-NVE13257",NA,NA
"Nvec-vc1.1-XM-032385114.2.1",1.57572269701735e-52,-1.65809748491885,0.24,0.573,2.60545747951819e-48,"1","Nvec-vc1.1-XM-032385114.2",NA,NA
"Nvec-vc1.1-XM-001627997.3.2",2.75281994096e-78,0.958388398554757,0.952,0.775,4.55178777237736e-74,"2","Nvec-vc1.1-XM-001627997.3",NA,NA
"Nvec-vc1.1-XM-001631860.3.1",1.25035834441104e-77,1.39901731000582,0.712,0.339,2.06746752248366e-73,"2","Nvec-vc1.1-XM-001631860.3",NA,NA
"Nvec-vc1.1-XM-001629490.3.1",2.2573418461182e-52,1.01712528343171,0.801,0.546,3.73251474255645e-48,"1","Nvec-vc1.1-XM-001629490.3",NA,NA
"Nvec-vc1.1-XM-001638595.3.1",3.27691444544323e-52,-2.48549983468505,0.094,0.406,5.41837803554038e-48,"1","Nvec-vc1.1-XM-001638595.3",NA,NA
"Nvec-v1g233379.1",9.02878250657893e-76,1.87606023050736,0.487,0.158,1.49290918746283e-71,"2","Nvec-v1g233379",NA,NA
"Nvec-NVE4998.2",1.07273352729449e-75,1.13387039915555,0.853,0.523,1.77376488738144e-71,"2","Nvec-NVE4998",NA,NA
"Nvec-vc1.1-XM-032375358.2.2",7.86248477586543e-07,0.336867677350333,0.907,0.869,0.0130006185768935,"2","Nvec-vc1.1-XM-032375358.2",NA,NA
"Nvec-vc1.1-XM-048724577.1.2",8.19473147104188e-07,-0.63797674086601,0.32,0.397,0.0135499884873677,"2","Nvec-vc1.1-XM-048724577.1",NA,NA
"Nvec-vc1.1-XM-032381945.2.1",1.21427386021132e-74,1.41324627107961,0.676,0.315,2.00780182785942e-70,"2","Nvec-vc1.1-XM-032381945.2",NA,NA
"Nvec-vc1.1-XM-048733148.1.1",1.24416366312772e-74,-1.31499171886079,0.376,0.73,2.05722461698168e-70,"2","Nvec-vc1.1-XM-048733148.1",NA,NA
"Nvec-vc1.1-XM-001634289.3.1",8.63352816311713e-07,0.453419081246014,0.307,0.209,0.0142755388177142,"2","Nvec-vc1.1-XM-001634289.3",NA,NA
"Nvec-vc1.1-XM-001636780.3.1",2.10219772758654e-74,1.72857035270969,0.551,0.212,3.47598394256434e-70,"2","Nvec-vc1.1-XM-001636780.3",NA,NA
"Nvec-vc1.1-XM-001639580.3.1",2.20871251756888e-74,0.896934536726195,0.943,0.808,3.65210614780014e-70,"2","Nvec-vc1.1-XM-001639580.3",NA,NA
"Nvec-vc1.1-XM-001626082.3.1",1.01087700653577e-73,1.30656784577066,0.735,0.372,1.6714851303069e-69,"2","Nvec-vc1.1-XM-001626082.3",NA,NA
"Nvec-vc1.1-XM-001637638.3.1",1.15059528351099e-73,-0.478732507216135,0.984,0.999,1.90250930128542e-69,"2","Nvec-vc1.1-XM-001637638.3",NA,NA
"Nvec-vc1.1-XM-001636283.3.1",1.32016478317916e-49,1.66915701108923,0.367,0.136,2.18289246898674e-45,"1","Nvec-vc1.1-XM-001636283.3",NA,NA
"Nvec-vc1.1-XM-001638356.3.1",3.16506142639483e-49,1.26995123189916,0.527,0.271,5.23342906854386e-45,"1","Nvec-vc1.1-XM-001638356.3",NA,NA
"Nvec-vc1.1-XM-001631958.3.1",5.60516194560701e-49,-3.59441393172939,0.032,0.306,9.26813527706119e-45,"1","Nvec-vc1.1-XM-001631958.3",NA,NA
"Nvec-vc1.1-XM-001635963.3.1",6.6538496339594e-49,-1.18992485055688,0.482,0.749,1.10021403697519e-44,"1","Nvec-vc1.1-XM-001635963.3",NA,NA
"Nvec-vc1.1-XM-032372534.2.1",8.90983742167925e-49,-1.12091593809627,0.816,0.945,1.47324161767466e-44,"1","Nvec-vc1.1-XM-032372534.2",NA,NA
"Nvec-vc1.1-XM-001623589.3.1",1.21820377967092e-48,-0.562083355474758,0.978,0.998,2.01429994968587e-44,"1","Nvec-vc1.1-XM-001623589.3",NA,NA
"Nvec-vc1.1-XM-048727720.1.1",2.42762599800723e-71,-4.98041723935843,0.031,0.386,4.01407958770496e-67,"2","Nvec-vc1.1-XM-048727720.1",NA,NA
"Nvec-vc1.1-XM-032381807.2.1",1.22825847667144e-06,0.334527393867631,0.731,0.633,0.0203092539117623,"2","Nvec-vc1.1-XM-032381807.2",NA,NA
"Nvec-NVE2879.1",1.99623705190604e-69,1.21815544321298,0.855,0.578,3.30077796532664e-65,"2","Nvec-NVE2879",NA,NA
"Nvec-vc1.1-XM-001637788.3.1",1.08466532870709e-47,-2.98019023379288,0.106,0.39,1.79349412101717e-43,"1","Nvec-vc1.1-XM-001637788.3",NA,NA
"Nvec-NVE20852.1",1.3735273664792e-47,1.40620194507767,0.587,0.34,2.27112750047335e-43,"1","Nvec-NVE20852",NA,NA
"Nvec-vc1.1-XM-032385119.2.1",1.7142738612246e-47,-2.66230632725667,0.065,0.353,2.83455182953487e-43,"1","Nvec-vc1.1-XM-032385119.2",NA,NA
"Nvec-vc1.1-XM-001641749.3.1",1.73264512078787e-47,1.69930774274105,0.545,0.299,2.86492870722274e-43,"1","Nvec-vc1.1-XM-001641749.3",NA,NA
"Nvec-vc1.1-XM-001623054.3.1",4.58585245746639e-47,-2.62767069378603,0.098,0.384,7.58270703842067e-43,"1","Nvec-vc1.1-XM-001623054.3",NA,NA
"Nvec-vc1.1-XM-001628289.3.1",4.89383031626014e-47,-0.982095581896137,0.479,0.759,8.09194842793614e-43,"1","Nvec-vc1.1-XM-001628289.3",NA,NA
"Nvec-vc1.1-XM-048720901.1.1",4.41229418210429e-67,-3.45943647483261,0.051,0.402,7.29572843010944e-63,"2","Nvec-vc1.1-XM-048720901.1",NA,NA
"Nvec-vc1.1-XM-048727881.1.1",1.58627269487793e-06,0.503872995073506,0.308,0.214,0.0262290190098066,"2","Nvec-vc1.1-XM-048727881.1",NA,NA
"Nvec-vc1.1-XM-048721897.1.1",7.55876096938196e-67,-2.61597789922229,0.08,0.441,1.24984112628731e-62,"2","Nvec-vc1.1-XM-048721897.1",NA,NA
"Nvec-vc1.1-XM-001628023.3.1",9.84631458325333e-46,0.755747176620291,0.855,0.652,1.62808811634094e-41,"1","Nvec-vc1.1-XM-001628023.3",NA,NA
"Nvec-vc1.1-XM-001628494.3.1",1.84690224566287e-65,1.51100950278809,0.538,0.213,3.05385286320356e-61,"2","Nvec-vc1.1-XM-001628494.3",NA,NA
"Nvec-vc1.1-XM-032371111.2.1",3.29505938502096e-45,-2.96313136807534,0.05,0.319,5.44838069313216e-41,"1","Nvec-vc1.1-XM-032371111.2",NA,NA
"Nvec-vc1.1-XM-001636522.3.1",4.77567838141082e-45,-3.34968811869477,0.046,0.308,7.89658420366279e-41,"1","Nvec-vc1.1-XM-001636522.3",NA,NA
"Nvec-vc1.1-XM-032384297.2.1",5.28285604428931e-45,-1.07060084286524,0.521,0.761,8.73520246923237e-41,"1","Nvec-vc1.1-XM-032384297.2",NA,NA
"Nvec-vc1.1-XM-048724459.1.1",1.05266314465755e-44,1.26480452794771,0.476,0.238,1.74057850969126e-40,"1","Nvec-vc1.1-XM-048724459.1",NA,NA
"Nvec-vc1.1-XM-001630337.3.1",0.00525148231581324,0.413560005174948,0.519,0.352,1,"3","Nvec-vc1.1-XM-001630337.3",NA,NA
"Nvec-vc1.1-XM-032381719.2.1",2.46562147914926e-44,-2.23440602343584,0.118,0.404,4.0769051157733e-40,"1","Nvec-vc1.1-XM-032381719.2",NA,NA
"Nvec-vc1.1-XM-032385951.2.1",3.80877794924731e-64,1.64304073713146,0.725,0.441,6.29781433908042e-60,"2","Nvec-vc1.1-XM-032385951.2",NA,NA
"Nvec-NVE19724.2",5.78219489518709e-64,1.29452109163053,0.751,0.414,9.56085925919186e-60,"2","Nvec-NVE19724",NA,NA
"Nvec-vc1.1-XM-048726226.1.2",5.12989871528914e-63,-5.5326908425373,0.019,0.342,8.48228752573059e-59,"2","Nvec-vc1.1-XM-048726226.1",NA,NA
"Nvec-vc1.1-XM-032387315.2.1",4.68540339343701e-44,1.50450131411929,0.508,0.253,7.7473145110481e-40,"1","Nvec-vc1.1-XM-032387315.2",NA,NA
"Nvec-vc1.1-XM-001636847.3.2",3.92064520125076e-62,-2.57154472530974,0.186,0.507,6.48278684026813e-58,"2","Nvec-vc1.1-XM-001636847.3",NA,NA
"Nvec-vc1.1-XM-001636246.3.1",7.52568071435452e-44,0.740628701112064,0.872,0.7,1.24437130611852e-39,"1","Nvec-vc1.1-XM-001636246.3",NA,NA
"Nvec-vc1.1-XM-001629694.3.1",9.3176928003033e-44,1.22361647459083,0.515,0.271,1.54068050453015e-39,"1","Nvec-vc1.1-XM-001629694.3",NA,NA
"Nvec-vc1.1-XM-048734532.1.1",1.24834170699096e-43,-1.60524808456863,0.292,0.559,2.06413301250956e-39,"1","Nvec-vc1.1-XM-048734532.1",NA,NA
"Nvec-vc1.1-XM-048726615.1.1",2.065284068929e-61,-1.21009405610491,0.529,0.78,3.4149472079741e-57,"2","Nvec-vc1.1-XM-048726615.1",NA,NA
"Nvec-vc1.1-XM-001635684.3.1",2.01315996213436e-43,-2.78980096373141,0.091,0.356,3.32875999738916e-39,"1","Nvec-vc1.1-XM-001635684.3",NA,NA
"Nvec-vc1.1-XM-001639609.3.1",2.34219695697567e-61,-0.399289862123843,0.994,0.999,3.87282266835927e-57,"2","Nvec-vc1.1-XM-001639609.3",NA,NA
