"","Nvec","classification","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","protein","domain"
"3621","Nvec_vc1.1_XM_032378552.2","Nematostella-specific","Nvec-vc1.1-XM-032378552.2",3.87388988097352e-08,-0.599559466870505,0.069,0.104,0.000640547691818971,"CCDC40","BRE1/"
"3622","Nvec_vc1.1_XM_032378580.2","Divergent","Nvec-vc1.1-XM-032378580.2",2.45579391686141e-06,-0.324641841355784,0.161,0.202,0.0406065524153034,"TNRC6C","DnaJ/UBA/RRM_1/"
"3623","Nvec_vc1.1_XM_032378582.2","Nematostella-specific","Nvec-vc1.1-XM-032378582.2",3.19735305110895e-10,-0.416432554580935,0.167,0.222,5.28682327000864e-06,"EIF3L","Paf67/"
"3624","Nvec_vc1.1_XM_032378623.2","Conserved","Nvec-vc1.1-XM-032378623.2",3.84928852180412e-103,-1.4565142699576,0.147,0.336,6.36479857080311e-99,"",""
"3625","Nvec_vc1.1_XM_032378626.2","Divergent","Nvec-vc1.1-XM-032378626.2",7.01099918793933e-26,-0.626970378838766,0.164,0.257,1.15926871572577e-21,"CCDC42","DUF4200/"
"3626","Nvec_vc1.1_XM_032378648.2","Nematostella-specific","Nvec-vc1.1-XM-032378648.2",8.32715373598738e-25,-0.834522472134016,0.099,0.176,1.37689487024551e-20,"","EF-hand_7/"
"3627","Nvec_vc1.1_XM_032378651.2","Divergent","Nvec-vc1.1-XM-032378651.2",7.14276036011505e-37,5.22908707391046,0.025,0.001,1.18105542554502e-32,"HSPG2","I-set/CUB/"
"3628","Nvec_vc1.1_XM_032378654.2","Nematostella-specific","Nvec-vc1.1-XM-032378654.2",3.20676969396839e-07,0.554572988211008,0.093,0.078,0.00530239368897674,"",""
"3629","Nvec_vc1.1_XM_032378662.2","Conserved","Nvec-vc1.1-XM-032378662.2",2.64420503589987e-14,-0.696419199865409,0.089,0.142,4.37219302686043e-10,"SYT16","C2/"
"3630","Nvec_vc1.1_XM_032378703.2","Nematostella-specific","Nvec-vc1.1-XM-032378703.2",2.74051743193506e-09,0.394963459806604,0.174,0.145,4.53144557370463e-05,"","FAM124/"
"3631","Nvec_vc1.1_XM_032378741.2","Conserved","Nvec-vc1.1-XM-032378741.2",0,3.38455110307778,0.737,0.18,0,"UMOD","EGF/Zona_pellucida/"
"3632","Nvec_vc1.1_XM_032378753.2","Conserved","Nvec-vc1.1-XM-032378753.2",3.84556214921124e-19,-1.33849867138493,0.024,0.064,6.35863701372078e-15,"SYDE2","PDZ/C2/RhoGAP/"
"3633","Nvec_vc1.1_XM_032378765.2","Nematostella-specific","Nvec-vc1.1-XM-032378765.2",1.85434819067009e-17,-1.0158512819487,0.049,0.097,3.06616473327299e-13,"SUMF2","DinB_2/FGE-sulfatase/FGE-sulfatase/"
"3634","Nvec_vc1.1_XM_032378771.2","Conserved","Nvec-vc1.1-XM-032378771.2",1.58322424822826e-39,4.96805502098781,0.028,0.001,2.61786129444543e-35,"PXDNL","Ig_3/Ig_3/Ig_2/COLFI/"
"3635","Nvec_vc1.1_XM_032378772.2","Nematostella-specific","Nvec-vc1.1-XM-032378772.2",3.9441765923754e-45,0.641977066033485,0.163,0.165,6.52169599549272e-41,"SRPK1","Pkinase/Pkinase/"
"3636","Nvec_vc1.1_XM_032378813.2","Nematostella-specific","Nvec-vc1.1-XM-032378813.2",1.19775856880641e-47,-1.0109712087386,0.133,0.255,1.9804937935214e-43,"PBK","Pkinase/"
"3637","Nvec_vc1.1_XM_032378827.1","Nematostella-specific","Nvec-vc1.1-XM-032378827.1",1.42723388476536e-36,-1.11520427175594,0.077,0.166,2.35993122845952e-32,"ECH1","ECH_1/"
"3638","Nvec_vc1.1_XM_032378831.2","Divergent","Nvec-vc1.1-XM-032378831.2",6.01484481339367e-09,-0.772156092940176,0.04,0.07,9.94554589894644e-05,"KIN","Kin17_mid/KN17_SH3/"
"3639","Nvec_vc1.1_XM_032378836.2","Divergent","Nvec-vc1.1-XM-032378836.2",2.213895489205e-07,-0.443823126086403,0.106,0.145,0.00366067619140048,"TBC1D22B","RabGAP-TBC/"
"3640","Nvec_vc1.1_XM_032378869.2","Nematostella-specific","Nvec-vc1.1-XM-032378869.2",8.34363633311575e-09,-1.54626453081273,0.009,0.025,0.000137962026768069,"",""
"3641","Nvec_vc1.1_XM_032378878.2","Conserved","Nvec-vc1.1-XM-032378878.2",2.36544023372445e-11,0.70277056801256,0.118,0.079,3.91125542646338e-07,"DGKZ","C1_1/DAGK_cat/DAGK_acc/Ank_2/"
"3642","Nvec_vc1.1_XM_032378881.2","Nematostella-specific","Nvec-vc1.1-XM-032378881.2",2.40619891872862e-58,-2.50953135370973,0.112,0.21,3.97864991211778e-54,"CREB3L2","bZIP_1/"
"3643","Nvec_vc1.1_XM_032378887.2","Nematostella-specific","Nvec-vc1.1-XM-032378887.2",4.57085060544585e-26,0.623801463804877,0.284,0.201,7.55790147610472e-22,"PATL1","PAT1/"
"3644","Nvec_vc1.1_XM_032378910.2","Conserved","Nvec-vc1.1-XM-032378910.2",1.40801572971996e-17,-1.11421297854393,0.045,0.092,2.32815400909196e-13,"","RVT_1/"
"3645","Nvec_vc1.1_XM_032378914.2","Nematostella-specific","Nvec-vc1.1-XM-032378914.2",4.59564147405677e-20,-0.75489228492941,0.092,0.158,7.59889317735287e-16,"FGFR1OP","FOP_dimer/"
"3646","Nvec_vc1.1_XM_032378973.2","Conserved","Nvec-vc1.1-XM-032378973.2",5.69969861889937e-07,-0.362301695970133,0.069,0.095,0.00942445166635011,"CALHM5","Ca_hom_mod/"
"3647","Nvec_vc1.1_XM_032379006.2","Nematostella-specific","Nvec-vc1.1-XM-032379006.2",9.39367192351323e-40,-0.500070749130484,0.379,0.516,1.55324365255291e-35,"U2AF1L5","zf-CCCH/RRM_1/zf-CCCH/"
"3648","Nvec_vc1.1_XM_032379019.2","Conserved","Nvec-vc1.1-XM-032379019.2",4.47453556757296e-11,0.425243864778737,0.148,0.103,7.39864456098189e-07,"MBNL1",""
"3649","Nvec_vc1.1_XM_032379056.2","Nematostella-specific","Nvec-vc1.1-XM-032379056.2",9.70930832641042e-55,-0.846572363035045,0.215,0.362,1.60543413177196e-50,"MRPL21","Ribosomal_L21p/"
"3650","Nvec_vc1.1_XM_032379060.2","Nematostella-specific","Nvec-vc1.1-XM-032379060.2",1.82660475560542e-09,-0.511696273843062,0.077,0.114,3.02029096339356e-05,"",""
"3651","Nvec_vc1.1_XM_032379061.2","Conserved","Nvec-vc1.1-XM-032379061.2",6.71575159197225e-23,-0.802045707813349,0.094,0.166,1.11044952573261e-18,"RAD21","Rad21_Rec8_N/Rad21_Rec8/"
"3652","Nvec_vc1.1_XM_032379062.2","Nematostella-specific","Nvec-vc1.1-XM-032379062.2",8.91272703481194e-28,-0.463576867357395,0.515,0.609,1.47371941520615e-23,"","HAD_2/"
"3653","Nvec_vc1.1_XM_032379072.2","Nematostella-specific","Nvec-vc1.1-XM-032379072.2",1.82790107741183e-42,-0.669391281881862,0.234,0.368,3.02243443150046e-38,"PRKG1","cNMP_binding/cNMP_binding/Pkinase/"
"3654","Nvec_vc1.1_XM_032379110.2","Conserved","Nvec-vc1.1-XM-032379110.2",2.12266046659099e-44,-0.792193846176721,0.182,0.311,3.5098190815082e-40,"","UPAR_LY6_2/"
"3655","Nvec_vc1.1_XM_032379113.2","Divergent","Nvec-vc1.1-XM-032379113.2",1.72477565931877e-100,4.14317100964867,0.08,0.004,2.85191655268359e-96,"DNAJC21","DnaJ/"
"3656","Nvec_vc1.1_XM_032379131.2","Nematostella-specific","Nvec-vc1.1-XM-032379131.2",3.71623771770302e-25,1.8625371436132,0.051,0.015,6.14479906622195e-21,"HPS3","HPS3_N/HPS3_Mid/HPS3_Mid/HPS3_C/"
"3657","Nvec_vc1.1_XM_032379134.2","Conserved","Nvec-vc1.1-XM-032379134.2",2.42507144981099e-44,0.888942757586983,0.261,0.168,4.00985564226247e-40,"NSFL1C","UBA_4/SEP/UBX/"
"3658","Nvec_vc1.1_XM_032379151.2","Nematostella-specific","Nvec-vc1.1-XM-032379151.2",1.21735974110521e-12,-2.34488464289272,0.005,0.024,2.01290433191746e-08,"",""
"3659","Nvec_vc1.1_XM_032379174.2","Divergent","Nvec-vc1.1-XM-032379174.2",1.84310353716888e-69,-0.687774418464056,0.398,0.575,3.04757169870875e-65,"SELENOK","SelK_SelG/"
"3660","Nvec_vc1.1_XM_032379181.2","Nematostella-specific","Nvec-vc1.1-XM-032379181.2",1.62245965305534e-06,-0.724494550868213,0.035,0.058,0.02682737036327,"RINT1","RINT1_TIP1/"
"3661","Nvec_vc1.1_XM_032379206.2","Conserved","Nvec-vc1.1-XM-032379206.2",9.12654620372998e-300,2.027191075959,0.488,0.161,1.50907441478675e-295,"KLHL10","BTB/"
"3662","Nvec_vc1.1_XM_032379210.2","Nematostella-specific","Nvec-vc1.1-XM-032379210.2",5.36453389632576e-39,-0.708700522597696,0.2,0.323,8.87025679757465e-35,"RHOT1","Ras/EF_assoc_2/EF_assoc_1/"
"3663","Nvec_vc1.1_XM_032379220.2","Conserved","Nvec-vc1.1-XM-032379220.2",7.22662623683707e-69,3.41905801755453,0.067,0.007,1.19492264826101e-64,"BTBD3","BTB/BACK/PHR/"
"3664","Nvec_vc1.1_XM_032379223.2","Conserved","Nvec-vc1.1-XM-032379223.2",1.31477664898117e-121,-1.30435434676085,0.189,0.41,2.17398318909037e-117,"HS3ST3B1","Sulfotransfer_1/"
"3665","Nvec_vc1.1_XM_032379248.2","Nematostella-specific","Nvec-vc1.1-XM-032379248.2",3.72630386943258e-78,-1.501386529162,0.082,0.225,6.16144344810677e-74,"KCNF1","Ion_trans_2/"
"3666","Nvec_vc1.1_XM_032379260.2","Nematostella-specific","Nvec-vc1.1-XM-032379260.2",4.03793630826437e-07,0.436777890017284,0.148,0.118,0.00667672768571514,"FZD10","Fz/Frizzled/"
"3667","Nvec_vc1.1_XM_032379264.2","Nematostella-specific","Nvec-vc1.1-XM-032379264.2",1.09970856475892e-18,-0.718445506195408,0.112,0.178,1.81836811182887e-14,"ZDHHC14","DHHC/"
"3668","Nvec_vc1.1_XM_032379287.2","Conserved","Nvec-vc1.1-XM-032379287.2",8.5253527102088e-154,3.44908498010652,0.148,0.016,1.40966707063303e-149,"ZC3H12A","UBA_6/RNase_Zc3h12a/"
"3669","Nvec_vc1.1_XM_032379299.2","Nematostella-specific","Nvec-vc1.1-XM-032379299.2",1.16424518182522e-25,-0.832517272904203,0.111,0.191,1.92507940814801e-21,"SDHA","FAD_binding_2/Succ_DH_flav_C/"
"3670","Nvec_vc1.1_XM_032379326.2","Nematostella-specific","Nvec-vc1.1-XM-032379326.2",5.36378069423595e-08,-2.05472889405984,0.002,0.013,0.000886901137791914,"DNAJC28","DnaJ/DUF1992/"
"3671","Nvec_vc1.1_XM_032379327.2","Conserved","Nvec-vc1.1-XM-032379327.2",1.10077317633199e-25,-1.60802151650176,0.027,0.076,1.82012844706494e-21,"","Ank_2/"
"3672","Nvec_vc1.1_XM_032379338.2","Nematostella-specific","Nvec-vc1.1-XM-032379338.2",1.95813805078617e-07,0.567550048081697,0.033,0.017,0.00323778126697492,"",""
"3673","Nvec_vc1.1_XM_032379382.2","Conserved","Nvec-vc1.1-XM-032379382.2",4.20084229209189e-12,-1.20237808668532,0.019,0.046,6.94609272997394e-08,"WNT5A","wnt/"
"3674","Nvec_vc1.1_XM_032379410.2","Nematostella-specific","Nvec-vc1.1-XM-032379410.2",3.97934918541661e-10,-0.411048730104534,0.247,0.296,6.57985387808637e-06,"CD164","MGC-24/"
"3675","Nvec_vc1.1_XM_032379418.2","Conserved","Nvec-vc1.1-XM-032379418.2",2.51962360632038e-17,-0.749095719035593,0.085,0.144,4.16619763305074e-13,"NDC80","Ndc80_HEC/"
"3676","Nvec_vc1.1_XM_032379424.2","Nematostella-specific","Nvec-vc1.1-XM-032379424.2",2.12906315007253e-08,-0.468350156069112,0.09,0.128,0.000352040591864493,"SH3KBP1","SH3_9/SH3_9/SH3_9/"
"3677","Nvec_vc1.1_XM_032379466.2","Nematostella-specific","Nvec-vc1.1-XM-032379466.2",6.82263248347429e-11,-1.55056833340196,0.009,0.028,1.12812228114247e-06,"",""
"3678","Nvec_vc1.1_XM_032379495.2","Conserved","Nvec-vc1.1-XM-032379495.2",7.95613840949866e-16,-0.85980135544095,0.057,0.105,1.3155474860106e-11,"","STI1/"
"3679","Nvec_vc1.1_XM_032379496.2","Nematostella-specific","Nvec-vc1.1-XM-032379496.2",4.96950768980512e-74,5.52377588890296,0.057,0.004,8.21708096509276e-70,"",""
"3680","Nvec_vc1.1_XM_032379497.2","Nematostella-specific","Nvec-vc1.1-XM-032379497.2",6.31790175483107e-21,-1.04653239396155,0.054,0.11,1.04466505516132e-16,"PYCR3","F420_oxidored/P5CR_dimer/"
"3681","Nvec_vc1.1_XM_032379510.2","Nematostella-specific","Nvec-vc1.1-XM-032379510.2",4.64905258292015e-13,-1.74505723644273,0.013,0.037,7.68720844585847e-09,"","MACPF/Laminin_G_3/"
"3682","Nvec_vc1.1_XM_032379561.2","Nematostella-specific","Nvec-vc1.1-XM-032379561.2",2.11435339587811e-36,-0.675885043967362,0.202,0.32,3.49608334008445e-32,"",""
"3683","Nvec_vc1.1_XM_032379586.2","Conserved","Nvec-vc1.1-XM-032379586.2",2.02610466273209e-68,2.39040663474182,0.117,0.03,3.35016405982751e-64,"FBXL13","F-box-like/LRR_6/LRR_6/"
"3684","Nvec_vc1.1_XM_032379588.2","Divergent","Nvec-vc1.1-XM-032379588.2",3.62633320625827e-32,-0.533860198046964,0.29,0.409,5.99614195654805e-28,"SFPQ","RRM_1/RRM_1/NOPS/"
"3685","Nvec_vc1.1_XM_032379596.2","Nematostella-specific","Nvec-vc1.1-XM-032379596.2",2.62652804956156e-68,-1.05695119218895,0.164,0.321,4.34296412995005e-64,"CCDC58","Cid2/"
"3686","Nvec_vc1.1_XM_032379612.2","Conserved","Nvec-vc1.1-XM-032379612.2",3.22876252769444e-49,1.44854061657552,0.15,0.062,5.33875883954276e-45,"TRAF3","zf-C3HC4/zf-TRAF/zf-TRAF/"
"3687","Nvec_vc1.1_XM_032379633.2","Conserved","Nvec-vc1.1-XM-032379633.2",4.65258631411821e-11,1.0285214801283,0.056,0.028,7.69305147039446e-07,"TRAF3",""
"3688","Nvec_vc1.1_XM_032379636.2","Nematostella-specific","Nvec-vc1.1-XM-032379636.2",2.92457696131177e-06,1.59566308423265,0.013,0.004,0.0483578800552901,"DOK1","PH/IRS/"
"3689","Nvec_vc1.1_XM_032379648.2","Divergent","Nvec-vc1.1-XM-032379648.2",3.8718478814741e-07,-0.535459212651465,0.091,0.125,0.00640210047201742,"VARS1","tRNA-synt_1/Anticodon_1/"
"3690","Nvec_vc1.1_XM_032379654.2","Conserved","Nvec-vc1.1-XM-032379654.2",5.23153047169212e-13,-1.2795612649622,0.017,0.043,8.65033563494292e-09,"HNMT",""
"3691","Nvec_vc1.1_XM_032379663.2","Nematostella-specific","Nvec-vc1.1-XM-032379663.2",3.54401959708375e-17,-0.832844878932494,0.056,0.104,5.86003640377798e-13,"",""
"3692","Nvec_vc1.1_XM_032379688.2","Divergent","Nvec-vc1.1-XM-032379688.2",1.17752998578932e-33,3.71154233454941,0.032,0.003,1.94704583150264e-29,"BARHL1","Homeodomain/"
"3693","Nvec_vc1.1_XM_032379717.2","Nematostella-specific","Nvec-vc1.1-XM-032379717.2",2.61916886710071e-07,-0.562000418792013,0.065,0.096,0.00433079572175103,"","DUF4207/"
"3694","Nvec_vc1.1_XM_032379723.2","Divergent","Nvec-vc1.1-XM-032379723.2",4.15692501673538e-31,4.31968962269136,0.025,0.001,6.87347551517195e-27,"ALX4","Homeodomain/OAR/"
"3695","Nvec_vc1.1_XM_032379748.2","Divergent","Nvec-vc1.1-XM-032379748.2",1.68664385556649e-51,-0.92062000632244,0.148,0.28,2.78886561517919e-47,"","rRNA_processing/"
"3696","Nvec_vc1.1_XM_032379774.2","Divergent","Nvec-vc1.1-XM-032379774.2",5.45826822253449e-07,-0.437709098628156,0.121,0.159,0.00902524650596079,"NR2F1","zf-C4/Hormone_recep/"
"3697","Nvec_vc1.1_XM_032379775.2","Conserved","Nvec-vc1.1-XM-032379775.2",2.43417135221144e-26,-0.916837162939781,0.095,0.173,4.02490233088162e-22,"TFAP4","HLH/"
"3698","Nvec_vc1.1_XM_032379810.2","Nematostella-specific","Nvec-vc1.1-XM-032379810.2",1.79658624632486e-12,-0.689813352839611,0.111,0.143,2.97065535829815e-08,"","CMAS/"
"3699","Nvec_vc1.1_XM_032379825.2","Conserved","Nvec-vc1.1-XM-032379825.2",1.22989890446372e-36,1.21052325487218,0.103,0.039,2.03363783853077e-32,"",""
"3700","Nvec_vc1.1_XM_032379838.2","Nematostella-specific","Nvec-vc1.1-XM-032379838.2",1.29989152040215e-06,-0.509322217385935,0.068,0.098,0.0214937062898496,"WDR18","WD40/WD40/"
"3701","Nvec_vc1.1_XM_032379858.2","Nematostella-specific","Nvec-vc1.1-XM-032379858.2",3.12499003401306e-11,3.19909233361262,0.013,0.002,5.1671710212406e-07,"",""
"3702","Nvec_vc1.1_XM_032379876.2","Nematostella-specific","Nvec-vc1.1-XM-032379876.2",2.6744462847059e-63,-0.613815426826245,0.373,0.548,4.42219693176121e-59,"FCF1","Fcf1/"
"3703","Nvec_vc1.1_XM_032379935.2","Nematostella-specific","Nvec-vc1.1-XM-032379935.2",3.53012153727221e-10,-1.08767931586113,0.021,0.046,5.8370559618796e-06,"BMP2","TGFb_propeptide/TGF_beta/"
"3704","Nvec_vc1.1_XM_032379941.2","Nematostella-specific","Nvec-vc1.1-XM-032379941.2",2.27513784417082e-08,-0.382003610412681,0.141,0.186,0.000376194042533646,"POLR2G","SHS2_Rpb7-N/S1/"
"3705","Nvec_vc1.1_XM_032379969.2","Conserved","Nvec-vc1.1-XM-032379969.2",1.08720505163978e-86,5.53407658132543,0.067,0.004,1.79769355288637e-82,"",""
"3706","Nvec_vc1.1_XM_032379970.2","Nematostella-specific","Nvec-vc1.1-XM-032379970.2",4.49934453570091e-64,-1.00518417262047,0.173,0.327,7.43966618978146e-60,"",""
"3707","Nvec_vc1.1_XM_032379971.2","Nematostella-specific","Nvec-vc1.1-XM-032379971.2",1.44253852351768e-06,-0.65837893762343,0.04,0.065,0.0238523744863648,"RIOX1","Cupin_4/"
"3708","Nvec_vc1.1_XM_032380039.2","Nematostella-specific","Nvec-vc1.1-XM-032380039.2",1.35186154052935e-18,-0.877055194409887,0.074,0.131,2.23530305726528e-14,"LIN54","TCR/TCR/"
"3709","Nvec_vc1.1_XM_032380058.2","Nematostella-specific","Nvec-vc1.1-XM-032380058.2",1.6048552644492e-07,-0.560100885876532,0.053,0.082,0.00265362817976675,"DUS2","Dus/dsrm/"
"3710","Nvec_vc1.1_XM_032380060.2","Nematostella-specific","Nvec-vc1.1-XM-032380060.2",9.73732512310393e-34,-0.670144582774163,0.22,0.334,1.61006670910523e-29,"PRPF3","PWI/PRP3/DUF1115/"
"3711","Nvec_vc1.1_XM_032380085.2","Nematostella-specific","Nvec-vc1.1-XM-032380085.2",2.57470745389639e-07,-0.49563845774276,0.08,0.115,0.00425727877501769,"RBM28","RRM_1/RRM_1/RRM_1/RRM_1/RRM_1/"
"3712","Nvec_vc1.1_XM_032380091.2","Conserved","Nvec-vc1.1-XM-032380091.2",3.87554592588868e-153,-1.00823870789321,0.344,0.612,6.40821518845694e-149,"NUTF2","NTF2/"
"3713","Nvec_vc1.1_XM_032380093.2","Conserved","Nvec-vc1.1-XM-032380093.2",4.2637594519309e-103,1.43578751138275,0.292,0.121,7.05012625376774e-99,"RBCK1","zf-C3HC4/"
"3714","Nvec_vc1.1_XM_032380094.2","Nematostella-specific","Nvec-vc1.1-XM-032380094.2",2.69508895277399e-26,-1.32048152027551,0.042,0.099,4.45632958341179e-22,"TMEM199","Vma12/"
"3715","Nvec_vc1.1_XM_032380114.2","Nematostella-specific","Nvec-vc1.1-XM-032380114.2",3.75702440948697e-68,-1.29860302315471,0.106,0.247,6.21223986108671e-64,"GABRG3","Neur_chan_LBD/"
"3716","Nvec_vc1.1_XM_032380117.2","Divergent","Nvec-vc1.1-XM-032380117.2",6.06045521973937e-09,-0.784089122436156,0.041,0.07,0.000100209627058391,"TRPC4","Ank_2/Ank_2/Ion_trans/"
"3717","Nvec_vc1.1_XM_032380119.2","Nematostella-specific","Nvec-vc1.1-XM-032380119.2",1.03731876479592e-104,-0.539649760028016,0.744,0.876,1.71520657759005e-100,"SRSF6","RRM_1/RRM_1/"
"3718","Nvec_vc1.1_XM_032380139.2","Nematostella-specific","Nvec-vc1.1-XM-032380139.2",2.10919981012739e-11,-0.966961514462935,0.036,0.069,3.48756188604564e-07,"",""
"3719","Nvec_vc1.1_XM_032380150.2","Nematostella-specific","Nvec-vc1.1-XM-032380150.2",5.94953281698765e-07,-0.278906103615411,0.165,0.207,0.00983755251288908,"TGS1","Methyltransf_15/"
"3720","Nvec_vc1.1_XM_032380157.2","Nematostella-specific","Nvec-vc1.1-XM-032380157.2",9.06774613804425e-10,-1.22094584672459,0.015,0.036,1.49935182392562e-05,"GLT1D1","Glycos_transf_1/"
"3721","Nvec_vc1.1_XM_032380187.2","Nematostella-specific","Nvec-vc1.1-XM-032380187.2",4.84436396152448e-08,0.669311128517246,0.063,0.038,0.000801015581038072,"ABCG4","ABC_tran/ABC2_membrane/"
"3722","Nvec_vc1.1_XM_032380198.2","Nematostella-specific","Nvec-vc1.1-XM-032380198.2",8.90041391728743e-09,-0.693433618187335,0.044,0.074,0.000147168344122348,"CASK","Pkinase/L27/L27/PDZ/Guanylate_kin/"
"3723","Nvec_vc1.1_XM_032380209.2","Nematostella-specific","Nvec-vc1.1-XM-032380209.2",7.69537445352757e-14,-0.377001974491516,0.207,0.275,1.27243016589078e-09,"USF1","HLH/"
"3724","Nvec_vc1.1_XM_032380212.2","Conserved","Nvec-vc1.1-XM-032380212.2",3.18368478003389e-40,-2.1073238450074,0.02,0.083,5.26422278378604e-36,"CALM3","EF-hand_7/EF-hand_7/"
"3725","Nvec_vc1.1_XM_032380213.2","Conserved","Nvec-vc1.1-XM-032380213.2",3.78124897440561e-32,-0.876949328557896,0.088,0.173,6.25229517917967e-28,"CETN3","EF-hand_7/"
"3726","Nvec_vc1.1_XM_032380221.2","Divergent","Nvec-vc1.1-XM-032380221.2",1.48739206120671e-07,0.759133459152149,0.061,0.038,0.00245940277320529,"",""
"3727","Nvec_vc1.1_XM_032380224.2","Divergent","Nvec-vc1.1-XM-032380224.2",5.15277252628922e-08,-0.360348903390008,0.168,0.216,0.000852010937221922,"MTIF2","IF2_N/GTP_EFTU/IF-2/"
"3728","Nvec_vc1.1_XM_032380234.2","Divergent","Nvec-vc1.1-XM-032380234.2",1.30739938225053e-12,-0.818750411991094,0.068,0.11,2.16178487855125e-08,"RABAC1","PRA1/"
"3729","Nvec_vc1.1_XM_032380236.2","Conserved","Nvec-vc1.1-XM-032380236.2",2.76552298016315e-70,-1.19601745042874,0.12,0.269,4.57279224769977e-66,"TEN1","Ten1_2/"
"3730","Nvec_vc1.1_XM_032380256.2","Nematostella-specific","Nvec-vc1.1-XM-032380256.2",1.44613070063907e-08,-0.703605014884507,0.05,0.081,0.00023911771135067,"MMACHC","MMACHC/"
"3731","Nvec_vc1.1_XM_032380271.2","Conserved","Nvec-vc1.1-XM-032380271.2",9.5092797801948e-53,-0.99164961591773,0.141,0.273,1.57235941165521e-48,"PGAM5","His_Phos_1/His_Phos_1/"
"3732","Nvec_vc1.1_XM_032380288.2","Nematostella-specific","Nvec-vc1.1-XM-032380288.2",1.36218369482063e-10,-0.206512215238354,0.04,0.061,2.25237073938591e-06,"NOS1","PDZ/NO_synthase/Flavodoxin_1/FAD_binding_1/NAD_binding_1/"
"3733","Nvec_vc1.1_XM_032380299.2","Nematostella-specific","Nvec-vc1.1-XM-032380299.2",4.67576403669038e-21,0.838320102695095,0.149,0.091,7.73137583466754e-17,"YES1","SH3_1/SH2/Pkinase_Tyr/"
"3734","Nvec_vc1.1_XM_032380306.2","Nematostella-specific","Nvec-vc1.1-XM-032380306.2",1.93016477350857e-13,-0.970705440435026,0.04,0.078,3.19152745299643e-09,"","IU_nuc_hydro/"
"3735","Nvec_vc1.1_XM_032380307.2","Conserved","Nvec-vc1.1-XM-032380307.2",1.0081064118636e-51,0.459059651002228,0.603,0.551,1.66690395201646e-47,"ARPC3","P21-Arc/"
"3736","Nvec_vc1.1_XM_032380321.2","Nematostella-specific","Nvec-vc1.1-XM-032380321.2",3.61190041207349e-07,0.757346024162532,0.051,0.034,0.00597227733136351,"","PDGF/"
"3737","Nvec_vc1.1_XM_032380326.2","Nematostella-specific","Nvec-vc1.1-XM-032380326.2",1.90205559698052e-13,-0.705709518267947,0.069,0.116,3.14504892960729e-09,"","Phytochelatin/"
"3738","Nvec_vc1.1_XM_032380328.2","Conserved","Nvec-vc1.1-XM-032380328.2",7.28907050557478e-100,1.86651699452575,0.202,0.068,1.20524780809679e-95,"YES1","SH3_1/SH2/Pkinase_Tyr/"
"3739","Nvec_vc1.1_XM_032380334.2","Nematostella-specific","Nvec-vc1.1-XM-032380334.2",7.74112558515492e-07,-1.86140346003745,0.006,0.018,0.0127999511550537,"RFX6","RFX_DNA_binding/"
"3740","Nvec_vc1.1_XM_032380342.2","Nematostella-specific","Nvec-vc1.1-XM-032380342.2",9.62681515929558e-10,0.773817504909261,0.077,0.048,1.59179388658952e-05,"RAPGEF1","RasGEF_N/RasGEF/"
"3741","Nvec_vc1.1_XM_032380346.2","Conserved","Nvec-vc1.1-XM-032380346.2",1.58094448948022e-11,-0.489602680476218,0.124,0.177,2.61409171335555e-07,"YAF2","zf-RanBP/YAF2_RYBP/"
"3742","Nvec_vc1.1_XM_032380348.2","Conserved","Nvec-vc1.1-XM-032380348.2",0,3.91545471744295,0.362,0.03,0,"DICER1","DEAD/Helicase_C/RdRP/"
"3743","Nvec_vc1.1_XM_032380354.2","Conserved","Nvec-vc1.1-XM-032380354.2",1.11648235463099e-46,-1.09339198338226,0.099,0.21,1.84610357338235e-42,"EIF4E3","IF4E/"
"3744","Nvec_vc1.1_XM_032380369.2","Nematostella-specific","Nvec-vc1.1-XM-032380369.2",5.66649083863568e-07,-0.798539097408655,0.036,0.058,0.00936954260168409,"WHRN","PDZ/PDZ_6/"
"3745","Nvec_vc1.1_XM_032380370.2","Nematostella-specific","Nvec-vc1.1-XM-032380370.2",2.86083453094267e-49,-0.642392726623387,0.322,0.471,4.7303898969137e-45,"SEC13","WD40/WD40/WD40/WD40/WD40/"
"3746","Nvec_vc1.1_XM_032380377.2","Nematostella-specific","Nvec-vc1.1-XM-032380377.2",1.03783131897196e-16,-0.908715776949901,0.033,0.07,1.71605408592014e-12,"FAT4","Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/"
